股票代码,公司简称,统计日期,发布时间,预告类型
157,中联重科,2018-12-31,2019-01-29,预增
157,中联重科,2019-03-31,2019-04-08,预增
157,中联重科,2019-06-30,2019-07-13,预增
157,中联重科,2019-09-30,2019-10-15,预增
157,中联重科,2019-12-31,2020-01-16,预增
158,常山北明,2016-03-31,2016-04-15,减亏
158,常山北明,2016-06-30,2016-07-14,减亏
158,常山北明,2016-09-30,2016-10-15,减亏
158,常山北明,2017-03-31,2017-04-15,减亏
158,常山北明,2017-06-30,2017-07-14,扭亏
158,常山北明,2017-09-30,2017-10-13,扭亏
158,常山北明,2018-03-31,2018-04-14,续亏
158,常山北明,2019-03-31,2019-04-15,续亏
159,国际实业,2016-03-31,2016-04-14,续亏
159,国际实业,2016-06-30,2016-07-14,首亏
159,国际实业,2016-09-30,2016-10-13,扭亏
159,国际实业,2017-03-31,2017-04-15,减亏
159,国际实业,2017-06-30,2017-07-15,续亏
159,国际实业,2017-09-30,2017-10-14,首亏
159,国际实业,2017-12-31,2018-01-30,首亏
159,国际实业,2018-03-31,2018-04-12,续亏
159,国际实业,2018-06-30,2018-07-14,续亏
159,国际实业,2018-09-30,2018-10-13,扭亏
159,国际实业,2018-12-31,2019-01-26,扭亏
159,国际实业,2019-03-31,2019-04-10,扭亏
159,国际实业,2019-06-30,2019-07-13,扭亏
159,国际实业,2019-09-30,2019-10-15,首亏
159,国际实业,2019-12-31,2020-01-23,预减
166,申万宏源,2016-06-30,2016-04-30,不确定
166,申万宏源,2016-12-31,2016-10-28,不确定
166,申万宏源,2017-06-30,2017-04-28,不确定
166,申万宏源,2017-09-30,2017-08-12,不确定
166,申万宏源,2017-12-31,2017-10-28,不确定
166,申万宏源,2018-06-30,2018-04-28,不确定
166,申万宏源,2018-09-30,2018-08-18,不确定
166,申万宏源,2018-12-31,2018-10-27,不确定
166,申万宏源,2019-06-30,2019-04-30,不确定
166,申万宏源,2019-09-30,2019-08-31,不确定
166,申万宏源,2019-12-31,2019-10-31,不确定
301,东方盛虹,2017-03-31,2017-04-15,预减
301,东方盛虹,2017-06-30,2017-07-15,预增
301,东方盛虹,2017-09-30,2017-10-14,略增
301,东方盛虹,2017-12-31,2018-01-25,预增
301,东方盛虹,2018-03-31,2018-04-14,预增
301,东方盛虹,2018-06-30,2018-07-14,预减
301,东方盛虹,2018-09-30,2018-10-13,略减
301,东方盛虹,2018-12-31,2019-01-24,略减
301,东方盛虹,2019-09-30,2019-10-15,预增
301,东方盛虹,2019-12-31,2020-01-21,预增
333,美的集团,2018-12-31,2019-01-15,略增
338,潍柴动力,2016-12-31,2017-01-18,预增
338,潍柴动力,2017-03-31,2017-04-14,预增
338,潍柴动力,2017-06-30,2017-07-13,预增
338,潍柴动力,2017-09-30,2017-08-31,预增
338,潍柴动力,2017-12-31,2017-10-31,预增
338,潍柴动力,2018-03-31,2018-03-29,预增
338,潍柴动力,2018-06-30,2018-07-10,预增
338,潍柴动力,2018-12-31,2019-01-31,略增
400,许继电气,2016-03-31,2016-04-12,预增
400,许继电气,2018-12-31,2019-01-23,预减
400,许继电气,2019-09-30,2019-10-09,预增
400,许继电气,2019-12-31,2020-01-18,预增
401,冀东水泥,2016-03-31,2016-04-15,续亏
401,冀东水泥,2016-06-30,2016-07-13,首亏
401,冀东水泥,2016-09-30,2016-10-13,减亏
401,冀东水泥,2016-12-31,2017-01-11,扭亏
401,冀东水泥,2017-03-31,2017-04-12,减亏
401,冀东水泥,2017-06-30,2017-07-14,减亏
401,冀东水泥,2017-09-30,2017-10-12,扭亏
401,冀东水泥,2017-12-31,2018-01-17,预增
401,冀东水泥,2018-03-31,2018-04-11,续亏
401,冀东水泥,2018-06-30,2018-07-06,扭亏
401,冀东水泥,2018-09-30,2018-10-11,预增
401,冀东水泥,2018-12-31,2019-01-10,预增
401,冀东水泥,2019-03-31,2019-04-10,扭亏
401,冀东水泥,2019-06-30,2019-07-10,预增
401,冀东水泥,2019-09-30,2019-10-10,略增
401,冀东水泥,2019-12-31,2020-01-07,略增
402,金融街,2016-03-31,2016-04-15,略减
402,金融街,2016-06-30,2016-07-15,略减
402,金融街,2016-09-30,2016-10-15,略减
402,金融街,2016-12-31,2017-01-26,略增
402,金融街,2017-03-31,2017-04-14,略减
402,金融街,2017-06-30,2017-07-14,略增
402,金融街,2017-09-30,2017-08-18,预增
402,金融街,2017-12-31,2018-01-31,略增
402,金融街,2018-03-31,2018-04-14,略增
402,金融街,2018-06-30,2018-07-14,略减
402,金融街,2018-09-30,2018-10-13,略减
402,金融街,2018-12-31,2019-01-31,略增
402,金融街,2019-03-31,2019-04-15,略增
402,金融街,2019-06-30,2019-07-15,略增
402,金融街,2019-09-30,2019-10-15,略增
402,金融街,2019-12-31,2020-01-21,略增
403,派林生物,2018-09-30,2018-10-13,预增
403,派林生物,2018-12-31,2019-01-12,预增
403,派林生物,2019-09-30,2019-10-12,预增
403,派林生物,2019-12-31,2020-01-16,预增
404,长虹华意,2017-09-30,2017-10-12,略减
404,长虹华意,2017-12-31,2018-01-16,预减
404,长虹华意,2018-03-31,2018-04-13,预减
404,长虹华意,2018-06-30,2018-07-12,预减
404,长虹华意,2019-12-31,2020-01-21,预减
407,胜利股份,2016-03-31,2016-04-09,预增
407,胜利股份,2016-12-31,2016-12-17,首亏
407,胜利股份,2017-06-30,2017-07-12,预增
407,胜利股份,2017-09-30,2017-10-12,预增
407,胜利股份,2017-12-31,2018-01-31,扭亏
407,胜利股份,2018-06-30,2018-07-12,预增
407,胜利股份,2018-12-31,2019-01-18,预增
408,藏格矿业,2016-06-30,2016-07-05,扭亏
408,藏格矿业,2016-09-30,2016-10-15,扭亏
408,藏格矿业,2016-12-31,2017-01-24,略减
408,藏格矿业,2017-03-31,2017-04-15,略减
408,藏格矿业,2017-06-30,2017-07-15,略增
408,藏格矿业,2017-09-30,2017-10-10,略增
408,藏格矿业,2017-12-31,2018-01-31,预增
408,藏格矿业,2018-03-31,2018-04-14,预增
408,藏格矿业,2018-06-30,2018-06-20,略增
408,藏格矿业,2019-06-30,2019-07-13,预减
408,藏格矿业,2019-09-30,2019-10-15,预减
409,云鼎科技,2016-03-31,2016-04-15,扭亏
409,云鼎科技,2016-06-30,2016-07-15,扭亏
409,云鼎科技,2016-12-31,2017-01-26,首亏
409,云鼎科技,2017-03-31,2017-04-14,首亏
409,云鼎科技,2017-06-30,2017-07-14,首亏
409,云鼎科技,2017-09-30,2017-10-13,首亏
409,云鼎科技,2018-03-31,2018-04-13,续亏
409,云鼎科技,2018-06-30,2018-07-13,续亏
409,云鼎科技,2018-09-30,2018-10-12,扭亏
409,云鼎科技,2018-12-31,2019-01-31,预减
409,云鼎科技,2019-03-31,2019-04-13,续亏
409,云鼎科技,2019-06-30,2019-07-13,续亏
409,云鼎科技,2019-09-30,2019-10-15,首亏
409,云鼎科技,2019-12-31,2020-01-22,首亏
410,*ST沈机,2016-06-30,2016-07-14,续亏
410,*ST沈机,2016-09-30,2016-10-15,续亏
410,*ST沈机,2016-12-31,2017-01-25,续亏
410,*ST沈机,2017-03-31,2017-04-15,续亏
410,*ST沈机,2017-06-30,2017-07-15,续亏
410,*ST沈机,2017-09-30,2017-10-14,续亏
410,*ST沈机,2018-03-31,2018-04-14,扭亏
410,*ST沈机,2018-06-30,2018-07-14,扭亏
410,*ST沈机,2018-09-30,2018-10-13,续亏
410,*ST沈机,2018-12-31,2019-01-31,首亏
410,*ST沈机,2019-03-31,2019-04-13,首亏
410,*ST沈机,2019-06-30,2019-07-13,首亏
410,*ST沈机,2019-09-30,2019-10-15,续亏
410,*ST沈机,2019-12-31,2020-04-15,增亏
411,英特集团,2018-12-31,2019-01-18,略增
411,英特集团,2019-06-30,2019-04-29,预增
411,英特集团,2019-09-30,2019-08-24,预增
411,英特集团,2019-12-31,2019-10-26,预增
413,东旭光电,2016-03-31,2016-04-15,预增
413,东旭光电,2019-12-31,2020-01-23,首亏
415,渤海租赁,2016-06-30,2016-07-15,略增
415,渤海租赁,2016-09-30,2016-10-15,预增
415,渤海租赁,2016-12-31,2017-01-14,预增
415,渤海租赁,2017-03-31,2017-04-15,预增
415,渤海租赁,2017-06-30,2017-07-15,预增
415,渤海租赁,2017-09-30,2017-10-14,略增
415,渤海租赁,2017-12-31,2018-01-16,略增
415,渤海租赁,2018-03-31,2018-04-14,略增
415,渤海租赁,2018-06-30,2018-07-14,略增
415,渤海租赁,2018-09-30,2018-10-15,略增
415,渤海租赁,2019-03-31,2019-04-16,预增
416,民生控股,2016-03-31,2016-04-15,首亏
416,民生控股,2016-06-30,2016-07-15,首亏
416,民生控股,2016-09-30,2016-10-14,扭亏
416,民生控股,2017-03-31,2017-04-14,扭亏
416,民生控股,2017-06-30,2017-07-12,扭亏
416,民生控股,2017-09-30,2017-10-14,预增
416,民生控股,2017-12-31,2018-01-26,预增
416,民生控股,2018-06-30,2018-07-13,预减
416,民生控股,2019-03-31,2019-04-13,预增
416,民生控股,2019-06-30,2019-07-10,预增
416,民生控股,2019-09-30,2019-10-15,预增
416,民生控股,2019-12-31,2020-01-18,略增
420,吉林化纤,2016-03-31,2016-04-15,扭亏
420,吉林化纤,2016-06-30,2016-07-14,预增
420,吉林化纤,2016-09-30,2016-10-13,预增
420,吉林化纤,2016-12-31,2017-01-21,预增
420,吉林化纤,2017-03-31,2017-04-12,预增
420,吉林化纤,2017-06-30,2017-07-14,预增
420,吉林化纤,2017-09-30,2017-10-14,预增
420,吉林化纤,2017-12-31,2018-01-23,预增
420,吉林化纤,2018-03-31,2018-04-14,预减
420,吉林化纤,2018-06-30,2018-07-06,略增
420,吉林化纤,2018-09-30,2018-10-13,预增
420,吉林化纤,2018-12-31,2019-01-30,预增
420,吉林化纤,2019-03-31,2019-04-03,预增
420,吉林化纤,2019-06-30,2019-07-13,续盈
420,吉林化纤,2019-09-30,2019-10-15,略减
420,吉林化纤,2019-12-31,2020-01-23,略减
421,南京公用,2019-03-31,2019-04-13,预减
422,湖北宜化,2016-12-31,2017-01-26,首亏
422,湖北宜化,2017-03-31,2017-03-17,预增
422,湖北宜化,2017-09-30,2017-10-14,首亏
422,湖北宜化,2017-12-31,2018-01-31,续亏
422,湖北宜化,2018-03-31,2018-04-14,首亏
422,湖北宜化,2018-06-30,2018-07-12,略减
422,湖北宜化,2018-09-30,2018-10-13,扭亏
422,湖北宜化,2018-12-31,2019-01-30,扭亏
422,湖北宜化,2019-03-31,2019-04-13,扭亏
422,湖北宜化,2019-06-30,2019-07-15,预减
422,湖北宜化,2019-09-30,2019-10-15,预减
422,湖北宜化,2019-12-31,2020-01-18,略减
423,东阿阿胶,2019-06-30,2019-07-15,预减
423,东阿阿胶,2019-09-30,2019-10-15,预减
423,东阿阿胶,2019-12-31,2020-01-20,首亏
425,徐工机械,2016-03-31,2016-04-15,扭亏
425,徐工机械,2016-06-30,2016-07-15,预增
425,徐工机械,2016-09-30,2016-10-12,预增
425,徐工机械,2016-12-31,2017-01-26,预增
425,徐工机械,2017-03-31,2017-04-15,预增
425,徐工机械,2017-06-30,2017-07-15,预增
425,徐工机械,2017-09-30,2017-10-14,预增
425,徐工机械,2017-12-31,2018-01-31,预增
425,徐工机械,2018-03-31,2018-04-14,预增
425,徐工机械,2018-06-30,2018-07-14,预增
425,徐工机械,2018-09-30,2018-10-13,预增
425,徐工机械,2018-12-31,2019-01-28,预增
425,徐工机械,2019-03-31,2019-04-15,预增
425,徐工机械,2019-06-30,2019-07-15,预增
425,徐工机械,2019-09-30,2019-10-15,预增
425,徐工机械,2019-12-31,2020-01-23,预增
426,兴业矿业,2016-03-31,2016-04-15,首亏
426,兴业矿业,2016-06-30,2016-07-13,略增
426,兴业矿业,2016-09-30,2016-08-31,预增
426,兴业矿业,2016-12-31,2016-10-31,扭亏
426,兴业矿业,2017-03-31,2017-04-13,扭亏
426,兴业矿业,2017-06-30,2017-04-29,预增
426,兴业矿业,2017-09-30,2017-08-31,预增
426,兴业矿业,2017-12-31,2017-10-31,预增
426,兴业矿业,2018-06-30,2018-04-28,预增
426,兴业矿业,2018-09-30,2018-08-22,预增
426,兴业矿业,2018-12-31,2019-01-31,略增
426,兴业矿业,2019-03-31,2019-04-15,首亏
426,兴业矿业,2019-06-30,2019-07-13,首亏
426,兴业矿业,2019-09-30,2019-10-15,首亏
426,兴业矿业,2019-12-31,2020-01-21,扭亏
428,华天酒店,2016-03-31,2016-04-15,续亏
428,华天酒店,2016-06-30,2016-07-15,首亏
428,华天酒店,2016-09-30,2016-10-15,首亏
428,华天酒店,2016-12-31,2017-01-26,首亏
428,华天酒店,2017-03-31,2017-04-14,续亏
428,华天酒店,2017-06-30,2017-07-15,续亏
428,华天酒店,2017-09-30,2017-10-14,续亏
428,华天酒店,2017-12-31,2018-01-31,扭亏
428,华天酒店,2018-03-31,2018-04-14,续亏
428,华天酒店,2018-06-30,2018-07-13,续亏
428,华天酒店,2018-09-30,2018-10-15,续亏
428,华天酒店,2018-12-31,2019-01-31,首亏
428,华天酒店,2019-03-31,2019-04-13,续亏
428,华天酒店,2019-06-30,2019-07-13,续亏
428,华天酒店,2019-09-30,2019-10-15,续亏
428,华天酒店,2019-12-31,2020-01-21,扭亏
429,粤高速A,2016-06-30,2016-07-15,预增
429,粤高速A,2016-09-30,2016-10-13,略增
429,粤高速A,2016-12-31,2017-01-19,预增
429,粤高速A,2017-03-31,2017-04-13,预增
429,粤高速A,2017-06-30,2017-07-15,预增
429,粤高速A,2017-09-30,2017-10-13,预增
429,粤高速A,2017-12-31,2018-01-19,预增
430,张家界,2016-03-31,2016-04-12,扭亏
430,张家界,2017-03-31,2017-04-14,预增
430,张家界,2018-03-31,2018-04-14,首亏
430,张家界,2018-12-31,2019-01-31,预减
430,张家界,2019-03-31,2019-04-13,续亏
430,张家界,2019-06-30,2019-07-13,预减
430,张家界,2019-12-31,2020-01-21,预减
488,晨鸣纸业,2016-03-31,2016-04-07,预增
488,晨鸣纸业,2016-06-30,2016-07-11,预增
488,晨鸣纸业,2016-09-30,2016-10-12,预增
488,晨鸣纸业,2016-12-31,2017-01-10,预增
488,晨鸣纸业,2017-03-31,2017-04-11,预增
488,晨鸣纸业,2017-06-30,2017-07-10,预增
488,晨鸣纸业,2017-09-30,2017-10-11,预增
488,晨鸣纸业,2017-12-31,2018-01-19,预增
488,晨鸣纸业,2019-03-31,2019-04-15,预减
488,晨鸣纸业,2019-06-30,2019-07-04,预减
488,晨鸣纸业,2019-09-30,2019-10-09,预减
502,*ST绿景,2016-03-31,2016-04-12,续亏
502,*ST绿景,2016-06-30,2016-07-12,续亏
502,*ST绿景,2016-09-30,2016-10-13,续亏
502,*ST绿景,2016-12-31,2017-01-17,扭亏
502,*ST绿景,2017-03-31,2017-04-15,续亏
502,*ST绿景,2017-06-30,2017-07-14,续亏
502,*ST绿景,2017-09-30,2017-09-28,续亏
502,*ST绿景,2017-12-31,2018-01-26,首亏
502,*ST绿景,2018-03-31,2018-04-14,续亏
502,*ST绿景,2018-06-30,2018-07-13,续亏
502,*ST绿景,2018-09-30,2018-10-13,扭亏
502,*ST绿景,2018-12-31,2019-01-31,扭亏
502,*ST绿景,2019-03-31,2019-04-13,扭亏
502,*ST绿景,2019-06-30,2019-07-12,续亏
502,*ST绿景,2019-09-30,2019-10-15,首亏
502,*ST绿景,2019-12-31,2020-01-23,首亏
503,国新健康,2016-03-31,2016-04-14,续亏
503,国新健康,2016-06-30,2016-07-15,续亏
503,国新健康,2016-09-30,2016-10-13,减亏
503,国新健康,2017-03-31,2017-04-15,续亏
503,国新健康,2017-06-30,2017-07-15,续亏
503,国新健康,2017-09-30,2017-10-14,续亏
503,国新健康,2017-12-31,2018-01-27,预增
503,国新健康,2018-03-31,2018-04-14,续亏
503,国新健康,2018-06-30,2018-07-14,续亏
503,国新健康,2018-09-30,2018-10-13,续亏
503,国新健康,2018-12-31,2019-01-26,首亏
503,国新健康,2019-03-31,2019-04-13,续亏
503,国新健康,2019-06-30,2019-07-13,续亏
503,国新健康,2019-09-30,2019-10-15,续亏
503,国新健康,2019-12-31,2020-01-21,扭亏
504,南华生物,2016-03-31,2016-04-15,续亏
504,南华生物,2016-06-30,2016-07-15,续亏
504,南华生物,2016-09-30,2016-10-15,续亏
504,南华生物,2016-12-31,2017-01-19,预增
504,南华生物,2017-03-31,2017-04-15,续亏
504,南华生物,2017-06-30,2017-07-15,续亏
504,南华生物,2017-09-30,2017-10-14,续亏
504,南华生物,2017-12-31,2018-01-31,首亏
504,南华生物,2018-03-31,2018-04-14,续亏
504,南华生物,2018-06-30,2018-07-14,续亏
504,南华生物,2018-09-30,2018-10-13,续亏
504,南华生物,2018-12-31,2019-01-31,续亏
504,南华生物,2019-03-31,2019-04-15,续亏
504,南华生物,2019-06-30,2019-07-15,续亏
504,南华生物,2019-09-30,2019-10-15,续亏
504,南华生物,2019-12-31,2020-01-22,扭亏
505,京粮控股,2016-03-31,2016-04-15,首亏
505,京粮控股,2016-06-30,2016-07-15,首亏
505,京粮控股,2016-09-30,2016-10-15,续亏
505,京粮控股,2016-12-31,2017-01-20,扭亏
505,京粮控股,2017-03-31,2017-04-15,扭亏
505,京粮控股,2017-06-30,2017-07-15,扭亏
505,京粮控股,2017-12-31,2018-01-31,略减
505,京粮控股,2018-06-30,2018-07-13,续盈
505,京粮控股,2018-09-30,2018-10-13,略增
506,中润资源,2016-03-31,2016-04-13,扭亏
506,中润资源,2016-09-30,2016-10-14,扭亏
506,中润资源,2016-12-31,2017-01-25,预减
506,中润资源,2017-03-31,2017-04-15,首亏
506,中润资源,2017-06-30,2017-07-15,首亏
506,中润资源,2017-09-30,2017-10-14,首亏
506,中润资源,2017-12-31,2018-01-31,首亏
506,中润资源,2018-03-31,2018-04-14,续亏
506,中润资源,2018-06-30,2018-07-14,续亏
506,中润资源,2018-09-30,2018-10-13,扭亏
506,中润资源,2018-12-31,2019-01-31,扭亏
506,中润资源,2019-03-31,2019-04-13,扭亏
506,中润资源,2019-06-30,2019-07-12,续亏
506,中润资源,2019-09-30,2019-10-15,首亏
506,中润资源,2019-12-31,2020-01-22,首亏
507,珠海港,2016-03-31,2016-04-15,扭亏
507,珠海港,2016-09-30,2016-10-15,预增
507,珠海港,2019-03-31,2019-04-02,预减
509,*ST华塑,2016-03-31,2016-04-15,续亏
509,*ST华塑,2016-06-30,2016-07-15,续亏
509,*ST华塑,2016-09-30,2016-10-13,续亏
509,*ST华塑,2016-12-31,2017-01-25,首亏
509,*ST华塑,2017-03-31,2017-04-13,减亏
509,*ST华塑,2017-06-30,2017-07-14,减亏
509,*ST华塑,2017-09-30,2017-10-14,续亏
509,*ST华塑,2017-12-31,2018-01-30,扭亏
509,*ST华塑,2018-03-31,2018-04-14,续亏
509,*ST华塑,2018-06-30,2018-07-14,续亏
509,*ST华塑,2018-09-30,2018-10-13,续亏
509,*ST华塑,2018-12-31,2019-04-13,首亏
509,*ST华塑,2019-03-31,2019-04-13,续亏
509,*ST华塑,2019-06-30,2019-07-13,续亏
509,*ST华塑,2019-09-30,2019-10-15,扭亏
509,*ST华塑,2019-12-31,2020-01-21,续亏
510,新金路,2016-03-31,2016-04-15,扭亏
510,新金路,2016-06-30,2016-07-13,扭亏
510,新金路,2016-09-30,2016-10-14,扭亏
510,新金路,2016-12-31,2017-01-12,预增
510,新金路,2017-03-31,2017-04-13,预增
510,新金路,2017-06-30,2017-07-05,预增
510,新金路,2017-09-30,2017-10-13,预增
510,新金路,2017-12-31,2018-01-18,略增
510,新金路,2018-03-31,2018-04-14,略减
510,新金路,2018-06-30,2018-07-03,预增
510,新金路,2018-09-30,2018-10-11,预增
510,新金路,2018-12-31,2019-01-11,预增
510,新金路,2019-03-31,2019-04-04,略增
510,新金路,2019-06-30,2019-07-13,略减
510,新金路,2019-09-30,2019-10-12,略减
510,新金路,2019-12-31,2020-01-22,预减
511,烯碳退,2016-03-31,2016-04-15,扭亏
511,烯碳退,2016-06-30,2016-07-15,首亏
511,烯碳退,2016-09-30,2016-10-15,首亏
511,烯碳退,2016-12-31,2017-01-26,扭亏
511,烯碳退,2017-03-31,2017-04-15,首亏
511,烯碳退,2017-06-30,2017-07-15,减亏
513,丽珠集团,2016-06-30,2016-07-15,略增
513,丽珠集团,2016-12-31,2017-01-14,略增
513,丽珠集团,2017-03-31,2017-04-12,略增
513,丽珠集团,2017-06-30,2017-07-12,略增
513,丽珠集团,2017-09-30,2017-08-23,预增
513,丽珠集团,2017-12-31,2017-10-26,预增
513,丽珠集团,2018-06-30,2018-07-13,略增
513,丽珠集团,2018-09-30,2018-08-18,预减
513,丽珠集团,2018-12-31,2018-10-26,预减
513,丽珠集团,2019-12-31,2020-01-10,略增
514,渝开发,2016-03-31,2016-04-12,减亏
514,渝开发,2016-06-30,2016-07-13,扭亏
514,渝开发,2016-09-30,2016-10-14,预减
514,渝开发,2016-12-31,2017-01-21,预增
514,渝开发,2017-03-31,2017-04-13,扭亏
514,渝开发,2017-06-30,2017-07-12,预增
514,渝开发,2017-09-30,2017-10-13,预增
514,渝开发,2018-03-31,2018-04-10,预减
514,渝开发,2018-06-30,2018-07-12,预减
514,渝开发,2018-09-30,2018-10-13,预减
514,渝开发,2018-12-31,2019-01-30,预减
514,渝开发,2019-03-31,2019-04-13,预增
514,渝开发,2019-12-31,2020-01-18,预增
516,国际医学,2018-06-30,2018-07-13,预增
516,国际医学,2018-09-30,2018-10-13,预增
516,国际医学,2018-12-31,2019-01-31,预增
516,国际医学,2019-06-30,2019-07-13,预减
516,国际医学,2019-09-30,2019-10-15,首亏
516,国际医学,2019-12-31,2020-01-31,首亏
517,荣安地产,2017-03-31,2017-04-15,预增
517,荣安地产,2017-06-30,2017-07-14,预增
517,荣安地产,2017-09-30,2017-10-13,预增
517,荣安地产,2017-12-31,2018-01-27,预增
517,荣安地产,2018-03-31,2018-04-14,首亏
517,荣安地产,2018-06-30,2018-07-14,预减
517,荣安地产,2019-03-31,2019-04-15,扭亏
517,荣安地产,2019-06-30,2019-07-13,预增
517,荣安地产,2019-09-30,2019-10-14,预增
517,荣安地产,2019-12-31,2020-01-22,预增
